X,"code","glottocode"
3147,"bjs","baja1265"
3148,"bjt","bala1302"
3149,"bju","busu1244"
3150,"bjv","bedj1245"
3151,"bjw","bakw1243"
3152,"bjx","bana1288"
3153,"bjz","baru1269"
3154,"bka","kyak1243"
3155,"bkb","fina1242"
3156,"bkf","beek1238"
3157,"bkg","bura1269"
3158,"bkh","bako1249"
3159,"bki","baki1244"
3160,"bkj","pand1264"
3161,"bkn","buki1248"
3162,"bko","kwaa1265"
3163,"bkp","boko1263"
3164,"bkr","baku1263"
3165,"bks","masb1237"
3166,"bkt","bolo1262"
3167,"bku","buhi1245"
3168,"bkw","bekw1242"
3169,"bkx","baik1238"
3170,"bky","boky1238"
3171,"bkz","bung1269"
3172,"bld","bola1252"
3173,"blf","buol1237"
3174,"blh","kuwa1247"
3175,"blj","bolo1268"
3176,"blk","paok1235"
3177,"blm","beli1257"
3178,"bln","sout2912"
3179,"blo","anii1245"
3180,"blp","blab1237"
3181,"blq","balu1257"
3182,"blr","blan1242"
3183,"bls","bala1314"
3184,"blt","taid1247"
3185,"blv","bolo1261"
3186,"blx","magi1241"
3187,"bly","notr1240"
3188,"bma","lame1257"
3189,"bmb","bemb1255"
3190,"bmc","biem1237"
3191,"bmd","baga1270"
3192,"bme","lima1246"
3193,"bmf","bomk1234"
3194,"bmg","bamw1238"
3195,"bmh","kein1239"
3196,"bmj","bote1238"
3197,"bmk","ghay1237"
3198,"bml","bomb1261"
3199,"bmm","nort2890"
3200,"bmn","bina1271"
3201,"bmo","bamb1265"
3202,"bmp","bulg1265"
3203,"bmq","bomu1247"
3204,"bms","bilm1238"
3205,"bmt","biao1256"
3206,"bmv","bumm1238"
3207,"bmw","bomw1238"
3208,"bmx","baim1245"
3209,"bmz","bara1378"
3210,"bna","bone1254"
3211,"bnb","book1241"
3212,"bnd","band1355"
3213,"bne","bint1245"
3214,"bnf","masi1266"
3215,"bnj","east2482"
3216,"bnk","bier1244"
3217,"bnl","boon1242"
3218,"bnm","bata1285"
3219,"bno","bant1288"
3220,"bnp","bola1250"
3221,"bnr","butm1237"
3222,"bnu","bent1237"
3223,"bnv","bone1255"
3224,"bnw","bisi1244"
3225,"bnx","bang1350"
3226,"bny","bint1246"
3227,"bnz","beez1238"
3228,"bob","awee1242"
3229,"boe","mund1328"
3230,"bof","bolo1266"
3231,"bog","bama1249"
3232,"boh","boma1246"
3233,"boj","anja1238"
3234,"bok","bonj1234"
3235,"bon","bine1240"
3236,"boo","tiem1235"
3237,"bop","bonk1244"
3238,"boq","boga1247"
3239,"bou","bond1247"
3240,"bov","tuwu1238"
3241,"bow","rema1238"
3242,"box","buam1238"
3243,"boy","bodo1272"
3244,"bpa","daka1243"
3245,"bpb","barb1242"
3246,"bpd","band1343"
3247,"bpg","bong1287"
3248,"bph","botl1242"
3249,"bpi","bagu1252"
3250,"bpj","binj1249"
3251,"bpk","orow1242"
3252,"bpl","broo1238"
3253,"bpm","biyo1244"
3254,"bpn","dzao1238"
3255,"bpq","band1353"
3256,"bpr","koro1310"
3257,"bpt","barr1247"
3258,"bpv","bian1251"
3259,"bpw","bopa1235"
3260,"bpx","paly1238"
3261,"bpy","bish1244"
3262,"bpz","bilb1242"
3263,"bqa","tchu1241"
3264,"bqb","bagu1251"
3265,"bqd","bung1259"
3266,"bqg","bago1245"
3267,"bqh","baim1244"
3268,"bqi","bakh1245"
3269,"bqk","band1342"
3270,"bql","bila1257"
3271,"bqm","wumb1241"
3272,"bqn","bulg1240"
3273,"bqo","balo1264"
3274,"bqq","biri1259"
3275,"bqr","buru1304"
3276,"bqs","bosn1248"
3277,"bqt","bamu1254"
3278,"bqu","bogu1241"
3279,"bqv","begb1241"
3280,"bqw","buru1299"
3281,"bqz","baka1273"
3282,"bra","braj1242"
3283,"brd","bara1357"
3284,"brf","bera1259"
3285,"brj","bier1246"
3286,"brk","birk1242"
3287,"brl","birw1238"
3288,"bro","brok1249"
3289,"brp","bara1375"
3290,"brq","brer1240"
3291,"brr","bira1254"
3292,"brs","bara1371"
3293,"brt","bita1251"
3294,"brw","bell1261"
3295,"bry","buru1309"
3296,"brz","bilb1241"
3297,"bsa","abin1243"
3298,"bsb","brun1245"
3299,"bse","wush1238"
3300,"bsf","bauc1238"
3301,"bsg","bash1263"
3302,"bsi","bass1260"
3303,"bsj","bang1348"
3304,"bsl","basa1280"
3305,"bsm","busa1254"
3306,"bsr","bass1259"
3307,"bst","bask1236"
3308,"bsu","baho1237"
3309,"bsx","yang1290"
3310,"bsy","saba1267"
3311,"bta","bata1314"
3312,"btc","bati1251"
3313,"btd","bata1294"
3314,"bte","gamo1241"
3315,"btf","birg1239"
3316,"bti","bura1276"
3317,"btj","baca1243"
3318,"btl","bhat1237"
3319,"btm","bata1291"
3320,"btn","rata1245"
3321,"bto","irig1242"
3322,"btp","budi1249"
3323,"btq","bate1262"
3324,"btr","baet1237"
3325,"bts","bata1288"
3326,"btt","bete1262"
3327,"btu","batu1255"
3328,"btv","bate1261"
3329,"btw","butu1244"
3330,"bty","bobo1254"
3331,"bub","buaa1245"
3332,"buc","bush1250"
3333,"bui","bong1284"
3334,"buj","basa1281"
3335,"buk","buga1250"
3336,"bun","sher1258"
3337,"bup","buso1238"
3338,"buq","brem1238"
3339,"bus","boko1267"
3340,"but","bung1270"
3341,"buv","bunn1240"
3342,"buw","bubi1250"
3343,"bux","bogh1241"
3344,"buy","bull1247"
3345,"buz","bukw1238"
3346,"bva","bare1279"
3347,"bvc","bael1237"
3348,"bvd","baeg1237"
3349,"bve","bera1262"
3350,"bvf","boor1242"
3351,"bvg","bonk1243"
3352,"bvh","bure1242"
3353,"bvi","bela1255"
3354,"bvj","baan1241"
3355,"bvk","buka1261"
3356,"bvl","boli1236"
3357,"bvm","bamu1256"
3358,"bvn","buna1277"
3359,"bvo","bolg1251"
3360,"bvt","bati1253"
3361,"bvu","buki1247"
3362,"bvv","bani1254"
3363,"bvw","boga1251"
3364,"bvy","bayb1234"
3365,"bwa","bwat1240"
3366,"bwb","namo1248"
3367,"bwc","bwil1245"
3368,"bwd","bwai1242"
3369,"bwf","bose1237"
3370,"bwg","barw1243"
3371,"bwh","bish1246"
3372,"bwj","laal1241"
3373,"bwk","bauw1240"
3374,"bwl","bwel1238"
3375,"bwm","biwa1243"
3376,"bwn","wuna1248"
3377,"bwp","mand1445"
3378,"bwq","sout2840"
3379,"bws","bomb1262"
3380,"bwt","bafa1247"
3381,"bww","bwaa1238"
3382,"bwx","buna1273"
3383,"bwy","cwib1235"
3384,"bwz","bwis1242"
3385,"bxa","baur1252"
3386,"bxb","bela1256"
3387,"bxc","mole1238"
3388,"bxd","pela1242"
3389,"bxe","bira1253"
3390,"bxf","bilu1244"
3391,"bxg","bang1353"
3392,"bxh","buhu1237"
3393,"bxi","pirl1238"
3394,"bxl","jalk1242"
3395,"bxn","burd1238"
3396,"bxo","bari1241"
3397,"bxp","bebi1242"
3398,"bxq","beel1236"
3399,"bxr","russ1264"
3400,"bxs","busa1251"
3401,"bxu","chin1476"
3402,"bxv","bera1261"
3403,"bxw","bank1258"
3404,"bxz","bina1275"
3405,"byb","biky1238"
3406,"byc","ubag1245"
3407,"byd","beny1237"
3408,"bye","pouy1238"
3409,"byf","bete1261"
3410,"byg","bayg1239"
3411,"byh","bujh1238"
3412,"byi","buyu1239"
3413,"byj","bina1270"
3414,"byk","biao1253"
3415,"byl","bayo1260"
3416,"bym","bidy1243"
3417,"byo","biyo1243"
3418,"byp","buma1244"
3419,"byq","basa1287"
3420,"bys","bura1271"
3421,"byt","bert1249"
3422,"byz","bana1292"
3423,"bzb","andi1257"
3424,"bzc","sout2920"
3425,"bze","jena1242"
3426,"bzg","babu1240"
3427,"bzh","mapo1242"
3428,"bzk","nica1252"
3429,"bzl","boan1243"
3430,"bzm","bolo1263"
3431,"bzn","boan1242"
3432,"bzo","boza1238"
3433,"bzp","kemb1235"
3434,"bzu","burm1264"
3435,"bzv","bebe1250"
3436,"bzw","basa1282"
3437,"bzy","oban1244"
3438,"bzz","evan1238"
3439,"cae","leha1242"
3440,"caf","sout2958"
3441,"cah","cahu1268"
3442,"caj","chan1322"
3443,"cak","kaqc1270"
3444,"caz","cani1243"
3445,"cbj","edec1238"
3446,"cbl","bual1235"
3447,"cbo","izor1238"
3448,"cbq","cuba1236"
3449,"cbw","kina1252"
3450,"cby","cara1245"
3451,"ccd","cafu1238"
3452,"cce","chop1243"
3453,"ccg","samb1311"
3454,"cch","atsa1241"
3455,"ccj","kasa1248"
3456,"ccl","cutc1238"
3457,"ccm","mala1482"
3458,"ccp","chak1266"
3459,"ccr","caca1247"
3460,"cda","chon1285"
3461,"cde","chen1255"
3462,"cdf","chir1283"
3463,"cdh","cham1307"
3464,"cdi","chod1238"
3465,"cdj","chur1258"
3466,"cdr","cind1241"
3467,"cds","chad1238"
3468,"cdy","chad1240"
3469,"cdz","koda1236"
3470,"cea","lowe1427"
3471,"cen","cenn1238"
3472,"cet","cent2045"
3473,"cfa","diji1241"
3474,"cfd","cara1270"
3475,"cfg","como1258"
3476,"cfm","fala1243"
3477,"cga","chan1319"
3478,"cgc","kaga1256"
3479,"cgk","choc1275"
3480,"chg","chag1247"
3481,"chj","ojit1237"
3482,"chn","chin1272"
3483,"chu","chur1257"
3484,"chw","chuw1238"
3485,"chz","ozum1235"
3486,"cia","ciac1237"
3487,"cib","cigb1235"
3488,"cie","cine1238"
3489,"cih","chin1475"
3490,"cik","chit1279"
3491,"cim","cimb1238"
3492,"cin","cint1239"
3493,"cip","chia1262"
3494,"ciy","chai1253"
3495,"cjk","chok1245"
3496,"cjn","chen1259"
3497,"cjy","jiny1235"
3498,"ckb","cent1972"
3499,"ckh","chak1270"
3500,"ckl","ciba1236"
3501,"ckq","kaja1254"
3502,"ckr","kair1267"
3503,"ckv","kava1241"
3504,"ckx","caka1240"
3505,"cky","cakf1236"
3506,"ckz","cakc1235"
3507,"clc","chil1280"
3508,"cli","chak1271"
3509,"cll","chal1269"
3510,"clt","laut1236"
3511,"clu","calu1238"
3512,"cly","east2558"
3513,"cma","maaa1253"
3514,"cml","camp1262"
3515,"cmo","cent1992"
3516,"cmr","mroc1235"
3517,"cms","mess1244"
3518,"cmt","camt1236"
3519,"cna","chan1309"
3520,"cnb","chin1478"
3521,"cnc","coon1239"
3522,"cnl","lala1270"
3523,"cns","cent2117"
3524,"cnu","chen1266"
3525,"cnw","ngaw1239"
3526,"coa","coco1260"
3527,"cog","chon1284"
3528,"coh","chon1287"
3529,"coj","coch1272"
3530,"cok","sant1424"
3531,"coq","coqu1236"
3532,"cos","cors1241"
3533,"cov","caom1238"
3534,"cow","cowl1242"
3535,"cpg","capp1239"
3536,"cpi","chin1253"
3537,"cpn","cher1271"
3538,"cps","capi1239"
3539,"cpx","puxi1243"
3540,"cra","char1269"
3541,"crf","cara1271"
3542,"cri","saot1239"
3543,"crj","sout2978"
3544,"crl","nort1552"
3545,"crm","moos1236"
3546,"crr","caro1243"
3547,"crv","chau1258"
3548,"cry","cori1240"
3549,"crz","cruz1243"
3550,"csa","chil1282"
3551,"csc","cata1241"
3552,"csd","chia1237"
3553,"cse","czec1253"
3554,"csf","cuba1235"
3555,"csg","chil1264"
3556,"csn","colo1249"
3557,"csq","croa1242"
3558,"csr","cost1249"
3559,"cst","nort2969"
3560,"csv","sumt1234"
3561,"cte","tepi1241"
3562,"ctl","tlac1239"
3563,"ctn","chhi1245"
3564,"cts","nort2883"
3565,"ctt","waya1264"
3566,"ctu","chol1282"
3567,"ctz","zaca1242"
3568,"cug",NA
3569,"cuh","chuk1274"
3570,"cuj","mash1270"
3571,"cuk","sanb1242"
3572,"cuo","cuma1240"
3573,"cuq","cunn1236"
3574,"cur","chhu1238"
3575,"cuu","taiy1242"
3576,"cuv","cuvo1236"
3577,"cuw","chuk1270"
3578,"cux","tepe1280"
3579,"cvg","chug1252"
3580,"cvn","vall1253"
3581,"cwa","kabw1241"
3582,"cwb","main1272"
3583,"cwd","wood1236"
3584,"cwe","kwer1261"
3585,"cwg","chew1245"
3586,"cwt","kuwa1246"
3587,"cyo","cuyo1237"
3588,"czh","huiz1242"
3589,"czn","zenz1235"
3590,"czo","minz1235"
3591,"czt","zotu1235"
3592,"dac","damb1246"
3593,"dad","mari1428"
3594,"dae","duup1238"
3595,"dah","gwah1244"
3596,"dam","dama1268"
3597,"dao","daai1236"
3598,"daq","dand1238"
3599,"das","daho1238"
3600,"daw","dava1245"
3601,"dax","dayi1244"
3602,"daz","daoo1238"
3603,"dbb","deno1239"
3604,"dbd","dadi1249"
3605,"dbe","dabe1239"
3606,"dbf","edop1238"
3607,"dbg","dogu1235"
3608,"dbi","doka1242"
3609,"dbm","dugu1249"
3610,"dbn","duri1243"
3611,"dbo","dulb1238"
3612,"dbp","duwa1244"
3613,"dbr","daba1260"
3614,"dbt","bent1238"
3615,"dbu","bond1248"
3616,"dbv","dung1254"
3617,"dbw","bank1259"
3618,"dby","dibi1240"
3619,"dcc","decc1239"
3620,"dcr","nege1244"
3621,"ddd","dong1294"
3622,"dde","doon1238"
3623,"ddg","fata1247"
3624,"ddi","diod1237"
3625,"ddn","dend1243"
3626,"ddw","dawe1237"
3627,"dec","dagi1241"
3628,"ded","dedu1240"
3629,"dee","dewo1238"
3630,"def","dezf1238"
3631,"deh","dehw1238"
3632,"dei","demi1242"
3633,"dek","dekk1240"
3634,"dem","demm1245"
3635,"dep","pidg1246"
3636,"deq","dend1242"
3637,"dev","domu1246"
3638,"dez","deng1250"
3639,"dgb","buno1241"
3640,"dgd","daga1272"
3641,"dge","dege1247"
3642,"dgg","doga1238"
3643,"dgh","dghw1239"
3644,"dgk","dagb1248"
3645,"dgn","dago1245"
3646,"dgo","dogr1250"
3647,"dgr","dogr1252"
3648,"dgs","dogo1294"
3649,"dgx","dogh1241"
3650,"dhd","dhun1238"
3651,"dhm","zemb1238"
3652,"dhn","dhan1264"
3653,"dho","dhod1238"
3654,"dhs","dhai1238"
3655,"dhw","koch1253"
3656,"dia","diaa1238"
3657,"dib","sout2833"
3658,"dii","dimb1238"
3659,"dij","daii1240"
3660,"dik","sout2832"
3661,"dil","dill1242"
3662,"dio","dibo1247"
3663,"dir","diri1253"
3664,"dit","dira1238"
3665,"diu","diri1252"
3666,"diw","nort2816"
3667,"dix","dixo1238"
3668,"diy","diuw1238"
3669,"djb","djin1252"
3670,"djc","dard1243"
3671,"djf","djan1238"
3672,"djl","djiw1240"
3673,"djn","djau1244"
3674,"djo","jang1257"
3675,"djw","djaw1238"
3676,"dka","dakp1242"
3677,"dkk","dakk1238"
3678,"dkr","kuij1237"
3679,"dks","sout2834"
3680,"dlk","daha1247"
3681,"dlm","dalm1243"
3682,"dln","darl1242"
3683,"dmb","momb1254"
3684,"dmc","dimi1244"
3685,"dme","dugw1239"
3686,"dmg","uppe1427"
3687,"dml","dame1241"
3688,"dmm","dama1267"
3689,"dmo","keme1240"
3690,"dmr","east2472"
3691,"dms","damp1237"
3692,"dmu","dubu1240"
3693,"dmv","dump1242"
3694,"dmx","dema1235"
3695,"dmy","demt1241"
3696,"dna","uppe1430"
3697,"dnd","daon1243"
3698,"dng","dung1253"
3699,"dnn","dzuu1241"
3700,"dnr","dana1254"
3701,"dnt","midg1235"
3702,"dnu","dana1252"
3703,"doa","domm1246"
3704,"dob","dobu1241"
3705,"doe","doee1238"
3706,"dof","domu1245"
3707,"doh","dong1293"
3708,"dok","dond1249"
3709,"dol","doso1239"
3710,"don","tour1243"
3711,"doq","domi1236"
3712,"dor","dori1246"
3713,"dos","dogo1295"
3714,"dot","dass1243"
3715,"dox","buss1239"
3716,"doy","domp1238"
3717,"doz","dorz1235"
3718,"dpp","papa1268"
3719,"drb","dair1239"
3720,"drc","mind1263"
3721,"dre","dolp1239"
3722,"drg","rung1259"
3723,"drh","dark1243"
3724,"dri","clel1238"
3725,"drn","west2548"
3726,"dro","daro1239"
3727,"drq","dura1244"
3728,"drs","gede1246"
3729,"drt","dren1238"
3730,"drw","darw1234"
3731,"dsi","disa1239"
3732,"dsl","dani1246"
3733,"dsn","dusn1237"
3734,"dsq","tada1238"
3735,"dtb","labu1249"
3736,"dtd","diti1235"
3737,"dti","anat1248"
3738,"dtk","tene1248"
3739,"dtm","tomo1243"
3740,"dtp","cent2100"
3741,"dtr","lotu1250"
3742,"dtt","toro1253"
3743,"dtu","tebu1239"
3744,"dty","doty1234"
3745,"dub","dubl1239"
3746,"due","umir1236"
3747,"duh","dung1251"
3748,"dui","dumu1246"
3749,"duk","dudu1240"
3750,"dul","alab1246"
3751,"dun","dusu1271"
3752,"dup","duan1242"
3753,"duq","dusu1269"
3754,"duv","duvl1242"
3755,"duw","dusu1267"
3756,"dux","duun1242"
3757,"duy","dica1235"
3758,"duz","duli1241"
3759,"dva","duau1237"
3760,"dwa","diri1259"
3761,"dwr","dawr1236"
3762,"dww","dawa1242"
3763,"dya","dyan1251"
3764,"dyb","dyab1238"
3765,"dyd","dyug1238"
3766,"dyg","vill1242"
3767,"dym","yand1257"
3768,"dyn","dyan1250"
3769,"dza","tunz1235"
3770,"dzd","daza1244"
3771,"dzl","dzal1238"
3772,"dzn","dzan1238"
3773,"dzo","dzon1239"
3774,"ebg","ebug1241"
3775,"ebo","teke1278"
3776,"ebr","ebri1238"
3777,"ebu","embu1241"
3778,"ecr","eteo1236"
3779,"ecs","ecua1243"
3780,"ecy","eteo1240"
3781,"eee","eeee1240"
3782,"efa","efai1241"
3783,"efe","efee1239"
3784,"egl","emil1241"
3785,"ego","eggo1239"
3786,"egy","egyp1246"
3787,"ehu","ehue1238"
3788,"eit","eiti1240"
3789,"eiv","asko1238"
3790,"eja","ejam1238"
3791,"eka","ekaj1238"
3792,"ekb",NA
3793,"eke","ekit1246"
3794,"eki","ekii1241"
3795,"ekl","kolb1241"
3796,"ekm","elip1238"
3797,"ekp","ekpe1253"
3798,"ekr","yace1238"
3799,"ele","elep1240"
3800,"elh","elhu1238"
3801,"eli","ndin1245"
3802,"elk","elke1240"
3803,"elm","elem1253"
3804,"elo","elmo1238"
3805,"elu","eluu1241"
3806,"elx","elam1244"
3807,"emg","east2357"
3808,"emn","eman1238"
3809,"emo","emok1238"
3810,"emu","east2340"
3811,"emw","empl1237"
3812,"emx","erro1240"
3813,"emy","epig1241"
3814,"ena","apal1256"
3815,"enb","mark1255"
3816,"enc","ennn1243"
3817,"end","ende1246"
3818,"enf","fore1265"
3819,"enr","emum1240"
3820,"enu","enuu1235"
3821,"env","enwa1246"
3822,"enw","enwa1245"
3823,"eot","beti1248"
3824,"epi","epie1238"
3825,"epo","espe1235"
3826,"era","erav1242"
3827,"erh","eruw1238"
3828,"eri","ogea1238"
3829,"ero","horp1239"
3830,"err","erre1238"
3831,"ers","ersu1241"
3832,"ert","erit1239"
3833,"erw","erok1237"
3834,"esh","esht1238"
3835,"esk","nort2945"
3836,"esl","egyp1238"
3837,"esm","esum1241"
3838,"esn","salv1237"
3839,"eso","esto1238"
3840,"etb","eteb1238"
3841,"eth","ethi1238"
3842,"etn","eton1255"
3843,"eto","eton1253"
3844,"ett","etru1241"
3845,"etx","eten1239"
3846,"etz","semi1264"
3847,"evh","uvbi1238"
3848,"ext","extr1243"
3849,"eyo","keiy1238"
3850,"eze","uzek1238"
3851,"fab","fada1250"
3852,"fad","wagi1249"
3853,"faf","faga1239"
3854,"fag","fino1238"
3855,"fah","bais1242"
3856,"fai","faiw1243"
3857,"faj","fait1240"
3858,"fak","fang1248"
3859,"fal","sout2782"
3860,"fam","famm1241"
3861,"fan","fang1246"
3862,"far","fata1245"
3863,"fau","fayu1238"
3864,"fax","fala1241"
3865,"fay","sout2645"
3866,"faz","nort2640"
3867,"fer","fero1244"
3868,"ffi","foia1236"
3869,"fgr","fong1243"
3870,"fie","fyer1241"
3871,"fil","fili1244"
3872,"fip","fipa1238"
3873,"fir","fira1238"
3874,"fit","torn1244"
3875,"fiw","fiwa1240"
3876,"fkk","kiry1234"
3877,"fkv","kven1236"
3878,"flh","foau1240"
3879,"fli","fali1285"
3880,"fll","nort2770"
3881,"fln","flin1247"
3882,"fly","tsot1242"
3883,"fmu","farw1235"
3884,"fng","fana1235"
3885,"fni","fani1244"
3886,"fod","food1238"
3887,"fpe","fern1234"
3888,"frc","caju1236"
3889,"frk","fran1264"
3890,"frm","midd1316"
3891,"frp","fran1260"
3892,"frq","fora1245"
3893,"frt","fort1240"
3894,"fss","finl1235"
3895,"fue","borg1235"
3896,"fui","bagi1244"
3897,"fuj","kooo1244"
3898,"fum","fumm1238"
3899,"fur","friu1240"
3900,"fuy","fuyu1242"
3901,"fwe","fwee1238"
3902,"gab","gabr1253"
3903,"gad","gadd1244"
3904,"gaf","gend1249"
3905,"gai","bore1247"
3906,"gak","gamk1238"
3907,"gal","galo1243"
3908,"gam","kand1303"
3909,"gan","ganc1239"
3910,"gao","gant1244"
3911,"gap","gall1278"
3912,"gar","gale1257"
3913,"gas","adiw1235"
3914,"gat","kena1250"
3915,"gaw","nobo1238"
3916,"gbe","niks1238"
3917,"gbf","gaik1242"
3918,"gbg","gban1258"
3919,"gbh","defi1235"
3920,"gbk","gadd1242"
3921,"gbl","gami1242"
3922,"gbm","garh1243"
3923,"gbn","moda1242"
3924,"gbq","gbay1286"
3925,"gbs","gbes1238"
3926,"gbv","gban1260"
3927,"gbx","east2390"
3928,"gby","gbar1246"
3929,"gbz","zoro1242"
3930,"gce","gali1261"
3931,"gcl","gren1247"
3932,"gcn","gain1243"
3933,"gct","colo1254"
3934,"gdc","gugu1253"
3935,"gdd","geda1237"
3936,"gdg","gada1258"
3937,"gdh","gadj1243"
3938,"gdi","gund1247"
3939,"gdj","gurd1238"
3940,"gdk","gada1262"
3941,"gdl","dira1242"
3942,"gdn","uman1240"
3943,"gdr","wipi1242"
3944,"gds","ghan1245"
3945,"gdu","gudu1250"
3946,"gdx","godw1241"
3947,"gea","geru1240"
3948,"gec","gbol1235"
3949,"geh","hutt1235"
3950,"gei","gebe1237"
3951,"gek","yiwo1237"
3952,"gel","kagf1238"
3953,"geq","geme1244"
3954,"ges","gese1240"
3955,"gev","eviy1235"
3956,"gew","gera1246"
3957,"gex","garr1259"
3958,"gez","geez1241"
3959,"gft","gafa1240"
3960,"gga","gaoo1237"
3961,"ggb","gbii1242"
3962,"ggg","gurg1240"
3963,"ggk","kung1259"
3964,"ggl","gang1270"
3965,"ggn","east2345"
3966,"ggr","aghu1254"
3967,"ggt","gitu1237"
3968,"ggu","gagu1242"
3969,"gha","ghad1239"
3970,"ghc","hibe1235"
3971,"ghe","sout2715"
3972,"ghh","nort2709"
3973,"ghk","geko1235"
3974,"ghn","ghan1242"
3975,"gho","ghom1257"
3976,"ghr","gher1238"
3977,"ght","kuta1241"
3978,"gib","giba1240"
3979,"gic","gail1235"
3980,"gig","goar1239"
3981,"gim","gimi1243"
3982,"gip","gimi1242"
3983,"giq","gree1278"
3984,"gir","redg1235"
3985,"giu","gela1264"
3986,"giw","whit1267"
3987,"gix","gili1241"
3988,"giy","giyu1238"
3989,"giz","sout3051"
3990,"gji",NA
3991,"gjk","kach1272"
3992,"gka","guya1251"
3993,"gke","ndai1238"
3994,"gko","kokn1236"
3995,"gku","dans1240"
3996,"glc","bong1282"
3997,"glh","nort2665"
3998,"glo","gala1264"
3999,"glr","glar1241"
4000,"glw","glav1244"
4001,"gly","gule1241"
4002,"gma","gamb1251"
4003,"gmb","gula1270"
4004,"gmd","magh1238"
4005,"gmh","midd1343"
4006,"gml","midd1318"
4007,"gmn","gimn1238"
4008,"gmu","guma1255"
4009,"gmv","gamo1243"
4010,"gmx","mago1246"
4011,"gmy","myce1241"
4012,"gna","kaan1246"
4013,"gnb","gang1266"
4014,"gnc","guan1277"
4015,"gne","gana1270"
4016,"gnh","lere1241"
4017,"gnk","gana1274"
4018,"gnl","gang1268"
4019,"gnm","ginu1240"
4020,"gno","nort2702"
4021,"gnq","gana1277"
4022,"gnt","gunt1241"
4023,"gnu","gnau1240"
4024,"gnw","west2640"
4025,"gnz","ganz1247"
4026,"goc","gora1262"
4027,"goe","gong1251"
4028,"gof","gofa1235"
4029,"gog","gogo1263"
4030,"goh","oldh1241"
4031,"goi","goba1246"
4032,"gom","goan1235"
4033,"goo","gone1237"
4034,"gop","yere1243"
4035,"goq","gora1261"
4036,"gos","gron1242"
4037,"gou","gava1241"
4038,"gox","gobu1238"
4039,"goy","goun1238"
4040,"goz","goza1238"
4041,"gpa","gupa1248"
4042,"gpe","ghan1244"
4043,"gqi","guiq1238"
4044,"gqr","gorr1238"
4045,"gqu","qaua1234"
4046,"gra","rajp1235"
4047,"grd","guru1271"
4048,"grg","madi1261"
4049,"grh","gbir1241"
4050,"gri","ghar1239"
4051,"grm","kota1279"
4052,"gro","grom1238"
4053,"grq","goro1261"
4054,"grr","tazn1238"
4055,"grs","gres1240"
4056,"grv","cent2041"
4057,"grw","gwed1239"
4058,"grx","guri1248"
4059,"gry","barc1235"
4060,"grz","gura1254"
4061,"gse","ghan1235"
4062,"gsl","gusi1246"
4063,"gsm","guat1249"
4064,"gsn","gusa1246"
4065,"gso","sout2785"
4066,"gsp","wase1252"
4067,"gua","shik1242"
4068,"gud","yoco1235"
4069,"gul","gull1241"
4070,"gus","guin1250"
4071,"gut","male1297"
4072,"gve","duwe1237"
4073,"gvl","gula1268"
4074,"gvm","gurm1246"
4075,"gvy","guya1249"
4076,"gwa","mbat1247"
4077,"gwb","gwaa1239"
4078,"gwe","gwen1239"
4079,"gwf","gowr1239"
4080,"gwg","mooo1239"
4081,"gwj","gwii1239"
4082,"gwn","gwan1268"
4083,"gwr","gwer1238"
4084,"gwt","gawa1247"
4085,"gwu","guwa1243"
4086,"gwx","guaa1238"
4087,"gye","gyem1238"
4088,"gyf","gung1248"
4089,"gyg","gbay1278"
4090,"gyi","gyel1242"
4091,"gyl","gayi1237"
4092,"gyn","creo1235"
4093,"gza","ganz1246"
4094,"gzi","gazi1243"
4095,"gzn","gane1237"
4096,"haa","hann1241"
4097,"hab","hano1243"
4098,"haf","haip1238"
4099,"hah","haho1237"
4100,"haj","hajo1238"
4101,"ham","hewa1241"
4102,"han","hang1260"
4103,"hao","hako1237"
4104,"hap","hupl1238"
4105,"haq","haaa1252"
4106,"hav","havu1238"
4107,"hax","sout2956"
4108,"haz","haza1239"
4109,"hba","hamb1245"
4110,"hbn","heib1243"
4111,"hbo","anci1244"
4112,"hbu","habu1241"
4113,"hca","anda1280"
4114,"hds","hond1239"
4115,"hdy","hadi1240"
4116,"hea","nort2747"
4117,"hed","herd1236"
4118,"heg","helo1243"
4119,"hgm","haio1238"
4120,"hgw","haig1237"
4121,"hhi","hoia1235"
4122,"hhr","kera1248"
4123,"hhy","hoya1235"
4124,"hib","hibi1243"
4125,"hif","fiji1242"
4126,"hig","kamw1239"
4127,"hih","pamo1253"
4128,"hii","hind1267"
4129,"hij","hiju1238"
4130,"hik","seit1239"
4131,"hio","tsoa1238"
4132,"hir","hima1247"
4133,"hiw","hiww1237"
4134,"hji","haji1235"
4135,"hka","kahe1238"
4136,"hkk","hunj1241"
4137,"hks","hong1241"
4138,"hld","hala1253"
4139,"hle","hler1235"
4140,"hlt","ngal1291"
4141,"hlu","hier1240"
4142,"hma","sout1556"
4143,"hmb","humb1243"
4144,"hmc","cent2013"
4145,"hmd","larg1235"
4146,"hme","east2372"
4147,"hmf","hmon1263"
4148,"hmg","sout2756"
4149,"hmh","sout2755"
4150,"hmi","nort2749"
4151,"hmj","geee1239"
4152,"hml","luop1235"
4153,"hmm","cent1394"
4154,"hmo","hiri1237"
4155,"hmp","nort1546"
4156,"hmq","east2370"
4157,"hms","sout2754"
4158,"hmu","hama1240"
4159,"hmv","hmon1332"
4160,"hmw","west1507"
