X,"code","glottocode"
7190,"xwl","west2456"
7191,"xwr","kwer1263"
7192,"xxb","boro1283"
7193,"xxr","coro1248"
7194,"xxt","tamb1257"
7195,"xya","yayg1236"
7196,"xyl","yala1242"
7197,"xyy","yort1237"
7198,"yac","pass1247"
7199,"yaj","band1348"
7200,"yak","yaki1237"
7201,"yal","yalu1240"
7202,"yan","maya1285"
7203,"yav","yang1293"
7204,"yay","agwa1247"
7205,"yaz","loka1252"
7206,"yba","yala1263"
7207,"ybh","yakk1236"
7208,"ybj","hash1238"
7209,"ybk","bokh1237"
7210,"ybl","yuku1243"
7211,"ybm","yabe1255"
7212,"ybn","yaba1249"
7213,"ybo","yabo1240"
7214,"ybx","yawi1238"
7215,"yby","yawe1241"
7216,"ych","ches1238"
7217,"ycl","lolo1259"
7218,"ycp","chep1243"
7219,"yde","yang1297"
7220,"ydg","yidg1240"
7221,"ydk","yoid1240"
7222,"yec","yeni1236"
7223,"yei","yeni1253"
7224,"yej","yeva1238"
7225,"yel","yela1238"
7226,"yes","yesk1239"
7227,"yet","yetf1238"
7228,"yev","yapu1240"
7229,"ygl","yang1295"
7230,"ygm","yago1240"
7231,"ygp","gepo1234"
7232,"ygs","yoln1234"
7233,"ygw","yagw1240"
7234,"yha","baha1256"
7235,"yhd","jude1266"
7236,"yhl","hlep1236"
7237,"yif","ache1244"
7238,"yig","wusa1235"
7239,"yik","dong1286"
7240,"yil","yind1248"
7241,"yim","yimc1240"
7242,"yin","yinc1238"
7243,"yip","phol1235"
7244,"yiq","miqi1235"
7245,"yir","nort2918"
7246,"yis","yiss1240"
7247,"yiu","awuu1235"
7248,"yiv","nort2718"
7249,"yix","axiy1235"
7250,"yiz","azhe1235"
7251,"yki","yoke1238"
7252,"ykk","yaka1275"
7253,"ykl","khlu1236"
7254,"ykm","kapp1237"
7255,"ykn","kuan1249"
7256,"yko","yasa1242"
7257,"ykr","yeko1240"
7258,"ykt","kath1251"
7259,"yku","kuam1234"
7260,"yla","yaul1241"
7261,"ylg","yelo1243"
7262,"ylm","limi1243"
7263,"yln","lang1316"
7264,"ylo","nalu1239"
7265,"ylu","arib1240"
7266,"ymb","yamb1254"
7267,"ymc","sout2722"
7268,"ymd","muda1235"
7269,"ymh","mili1235"
7270,"ymi","moji1238"
7271,"ymk","makw1236"
7272,"yml","iama1237"
7273,"ymm","maay1238"
7274,"ymn","yamn1237"
7275,"ymo","yang1296"
7276,"ymp","yama1260"
7277,"ymq","qila1235"
7278,"ymr","mala1458"
7279,"ymx","nort2716"
7280,"ymz","muzi1235"
7281,"yna","aluo1235"
7282,"yng","yang1289"
7283,"ynl","yang1298"
7284,"yno","yong1277"
7285,"ynq","yend1241"
7286,"ynu","yahu1241"
7287,"yob","yoba1237"
7288,"yog","yoga1237"
7289,"yoi","yona1241"
7290,"yom","yomb1244"
7291,"yot","yott1234"
7292,"yox","yoro1243"
7293,"yoy","yoyy1238"
7294,"ypa","phal1256"
7295,"ypb","labo1243"
7296,"ypg","phol1237"
7297,"yph","phup1237"
7298,"ypm","phum1235"
7299,"ypn","anip1235"
7300,"ypo","alop1235"
7301,"ypp","phup1239"
7302,"ypz","phuz1235"
7303,"yra","yera1243"
7304,"yrn","yero1238"
7305,"yrw","yara1250"
7306,"ysd","sama1295"
7307,"ysg","sona1244"
7308,"ysl","yugo1238"
7309,"ysn","sani1269"
7310,"yso","nisi1238"
7311,"ysy","sani1265"
7312,"yta","talu1238"
7313,"ytl","tang1372"
7314,"ytp","thop1236"
7315,"ytw","yout1234"
7316,"yub","yuga1244"
7317,"yud","jude1264"
7318,"yug","yugh1239"
7319,"yun","bena1260"
7320,"yut","yopn1238"
7321,"yuw","yaum1237"
7322,"ywa","kalo1262"
7323,"ywl","west1506"
7324,"ywq","wudi1238"
7325,"ywu","wume1235"
7326,"yww","yawa1258"
7327,"yyr","jirj1239"
7328,"yyu","yaus1235"
7329,"yyz","ayiz1244"
7330,"yzg","emab1235"
7331,"yzk","zokh1238"
7332,"zac","ocot1244"
7333,"zad","cajo1238"
7334,"zae","yare1249"
7335,"zaf","ayoq1235"
7336,"zah","zang1255"
7337,"zaj","zara1247"
7338,"zak","zana1238"
7339,"zal","zauz1238"
7340,"zam","miah1235"
7341,"zao","ozol1235"
7342,"zaq","aloa1235"
7343,"zar","rinc1236"
7344,"zas","sant1450"
7345,"zat","taba1268"
7346,"zau","zang1248"
7347,"zax","xada1235"
7348,"zaz","zari1242"
7349,"zbc","cent2098"
7350,"zbe","east2486"
7351,"zbt","batu1260"
7352,"zbw","west2564"
7353,"zca","coat1244"
7354,"zch","cent2009"
7355,"zdj","ngaz1238"
7356,"zeg","zena1237"
7357,"zeh","east2363"
7358,"zgm","minz1236"
7359,"zgn","guib1244"
7360,"zgr","mago1248"
7361,"zhb","zhab1238"
7362,"zhd","daiz1235"
7363,"zhi","zhir1238"
7364,"zhn","nong1247"
7365,"zhw","zhoa1238"
7366,"zia","ziaa1250"
7367,"zib","zimb1247"
7368,"zil","zial1235"
7369,"zim","mesm1239"
7370,"zin","zinz1238"
7371,"zir","ziri1239"
7372,"ziw","zigu1244"
7373,"ziz","zizi1238"
7374,"zka","kaim1241"
7375,"zkb","samo1299"
7376,"zkg","kogu1234"
7377,"zko","kott1239"
7378,"zkr","zakh1243"
7379,"zkt","kita1247"
7380,"zku","kaur1267"
7381,"zlj","liuj1238"
7382,"zln","lian1252"
7383,"zlq","liuq1235"
7384,"zma","mand1416"
7385,"zmb","zimb1251"
7386,"zmd","mari1422"
7387,"zme","mang1382"
7388,"zmf","mfin1238"
7389,"zmg","mart1254"
7390,"zmh","mako1250"
7391,"zmj","mari1421"
7392,"zmk","mand1417"
7393,"zmm","mari1417"
7394,"zmn","mban1268"
7395,"zmo","molo1257"
7396,"zmp","mpuo1241"
7397,"zms","mbes1238"
7398,"zmv","mbar1253"
7399,"zmw","mbod1238"
7400,"zmx","bomi1238"
7401,"zmy","mari1423"
7402,"zmz","mban1263"
7403,"zna","zang1249"
7404,"zng","mang1378"
7405,"znk","mana1248"
7406,"zns","mang1416"
7407,"zom","zouu1235"
7408,"zoo","asun1236"
7409,"zoq","taba1264"
7410,"zpa","lach1250"
7411,"zpb","yaut1235"
7412,"zpc","choa1237"
7413,"zpe","peta1247"
7414,"zpf","sanp1261"
7415,"zpg","guev1238"
7416,"zph","toto1308"
7417,"zpj","quia1235"
7418,"zpk","tlac1240"
7419,"zpl","lach1249"
7420,"zpn","sant1447"
7421,"zpo","amat1238"
7422,"zpp","elal1235"
7423,"zpr","sant1452"
7424,"zps","coat1243"
7425,"zpt","sanv1242"
7426,"zpu","yala1267"
7427,"zpv","chic1274"
7428,"zpw","zani1235"
7429,"zpx","sanb1241"
7430,"zpy","maza1294"
7431,"zqe","qiub1238"
7432,"zrg","mirg1238"
7433,"zrn","zire1244"
7434,"zsa","sara1323"
7435,"zsl","zamb1239"
7436,"zsr","sout3004"
7437,"zsu","suku1264"
7438,"zte","elot1235"
7439,"ztg","xana1235"
7440,"ztl","lapa1249"
7441,"ztm","sana1286"
7442,"ztn","sant1448"
7443,"ztp","loxi1235"
7444,"ztq","quio1241"
7445,"zts","tilq1235"
7446,"ztt","teja1235"
7447,"ztx","zaac1239"
7448,"zty","yate1242"
7449,"zua",NA
7450,"zuh","toka1244"
7451,"zum","kumz1235"
7452,"zuy","zuma1239"
7453,"zwa","zayy1238"
7454,"zyb","yong1276"
7455,"zyg","yang1286"
7456,"zyj","youj1238"
7457,"zyn","yong1275"
7458,"zyp","zyph1238"
7459,"zzj","zuoj1238"
7460,"adb","adab1235"
7461,"adu","adug1238"
7462,"afh","afri1275"
7463,"ahr","ahir1243"
7464,"ajn","anda1282"
7465,"aqt","anga1316"
7466,"ara",NA
7467,"arc","impe1235"
7468,"avm","angg1238"
7469,"axe","ayer1246"
7470,"axm",NA
7471,"aze",NA
7472,"bal",NA
7473,"bbx","bubi1249"
7474,"bcb","bain1260"
7475,"bcg","baga1275"
7476,"bdf","biag1234"
7477,"bhx","bhal1245"
7478,"bic","bika1251"
7479,"bik",NA
7480,"bjp","make1251"
7481,"blg","bala1306"
7482,"bpo","anas1239"
7483,"bqf","baga1271"
7484,"bso","buso1242"
7485,"bsv","baga1274"
7486,"bua","buri1258"
7487,"bvp","buma1247"
7488,"bzt","brit1244"
7489,"cca","cauc1241"
7490,"cdg","cham1329"
7491,"cek","east2779"
7492,"chm","mari1278"
7493,"ckn","kaan1248"
7494,"clj","lait1239"
7495,"cmg",NA
7496,"cmm",NA
7497,"cno","cona1234"
7498,"cnx",NA
7499,"cpo","kpee1234"
7500,"cpy","sout3127"
7501,"cre","cree1272"
7502,"csj","song1313"
7503,"ctc","chet1237"
7504,"cth","thai1262"
7505,"czk","west3000"
7506,"dda","dadi1251"
7507,"ddr","dhud1236"
7508,"del","comm1246"
7509,"den","slav1253"
7510,"dgl","dong1288"
7511,"dgt","ndra1239"
7512,"dgu","dega1238"
7513,"dgw","daun1234"
7514,"dhx","dhun1239"
7515,"din","dink1262"
7516,"dja",NA
7517,"dmd","madh1244"
7518,"dmw","mudb1240"
7519,"dnj","nucl1770"
7520,"dnv","danu1251"
7521,"doi","indo1311"
7522,"dov","domb1246"
7523,"drr","doro1267"
7524,"dso","desi1235"
7525,"dth",NA
7526,"dtn","daat1234"
7527,"dto","tomm1242"
7528,"dws","dutt1234"
7529,"dwu","nucl1333"
7530,"dwy","dhuw1250"
7531,"dze","djiw1241"
7532,"eaa",NA
7533,"ebk","east2881"
7534,"ekc",NA
7535,"emm","mamu1257"
7536,"enl","nort2971"
7537,"enx","sout2989"
7538,"esg","aher1237"
7539,"esy","eska1234"
7540,"etc",NA
7541,"eza","ezaa1238"
7542,"fas",NA
7543,"fat","fant1241"
7544,"fbl","oass1237"
7545,"fnb","orko1234"
7546,"fom","foma1238"
7547,"ful","fula1264"
7548,"gac","mixe1288"
7549,"gba",NA
7550,"gbw","kabi1260"
7551,"gdt",NA
7552,"geg","geng1243"
7553,"gih","cond1242"
7554,"gjm","warr1257"
7555,"gjr","guri1249"
7556,"gli","guli1244"
7557,"gll","kala1380"
7558,"gmg","magi1244"
7559,"gmz","mgbo1238"
7560,"goj","gowl1242"
7561,"gok","gowl1241"
7562,"gon","nort3258"
7563,"grb","greb1256"
7564,"grn",NA
7565,"gtu","aghu1256"
7566,"gwm","awng1245"
7567,"hai","haid1248"
7568,"hbs","sout1528"
7569,"hmk",NA
7570,"hmn",NA
7571,"hrc","niwe1234"
7572,"hrp","nhir1234"
7573,"hrw","anir1237"
7574,"htx",NA
7575,"idb","dama1278"
7576,"ido","idoo1234"
7577,"ids","ides1238"
7578,"igs","inte1261"
7579,"ihi","ihie1238"
7580,"iin","thii1234"
7581,"iku",NA
7582,"ile","inte1260"
7583,"ilm","saba1284"
7584,"ilp","phil1247"
7585,"ims",NA
7586,"ipk","inup1234"
7587,"iqw","ikwo1238"
7588,"irr","irrr1240"
7589,"isk","ishk1246"
7590,"itd","sout3241"
7591,"izz","izii1239"
7592,"jan","jand1248"
7593,"jbe","jude1262"
7594,"jbi","badj1244"
7595,"jbo","lojb1234"
7596,"jbw","yawi1239"
7597,"jgk","ging1241"
7598,"jjr","bank1257"
7599,"jka","kaer1234"
7600,"jkp","paku1238"
7601,"jog","jogi1234"
7602,"jrb",NA
7603,"jui","ngad1257"
7604,"kau",NA
7605,"kel","kela1254"
7606,"kfi","kann1253"
7607,"kgm","kari1309"
7608,"kgw","karo1303"
7609,"kjf","khal1270"
7610,"kjv","kajk1237"
7611,"kkn","konk1268"
7612,"kok",NA
7613,"kom","komi1267"
7614,"kon",NA
7615,"kpe",NA
7616,"kqh","kisa1264"
7617,"kso","kofa1236"
7618,"kvt","laht1236"
7619,"kym","kpat1244"
7620,"kyp","kang1282"
7621,"kyv","kayo1247"
7622,"lab",NA
7623,"lah",NA
7624,"lal","lali1242"
7625,"lau","laba1241"
7626,"lay","lama1289"
7627,"lba","luia1234"
7628,"lbg","laop1234"
7629,"lbl","libo1242"
7630,"lda","klad1234"
7631,"ldn","laad1235"
7632,"len","lenc1239"
7633,"lja","golp1234"
7634,"ljw","yira1239"
7635,"lku","kuun1236"
7636,"llj","ladj1234"
7637,"llo","khlo1239"
7638,"lmh","lamb1277"
7639,"lng",NA
7640,"lnw",NA
7641,"lnz","lonz1238"
7642,"lov","lopi1243"
7643,"lrk","loar1234"
7644,"lso","laos1235"
7645,"ltg","east2282"
7646,"lur","laur1249"
7647,"luu","lumb1250"
7648,"lvs","stan1325"
7649,"man",NA
7650,"mct","meng1263"
7651,"mga","midd1360"
7652,"mis",NA
7653,"mjb","makl1245"
7654,"mon","mong1331"
7655,"msa",NA
7656,"mul",NA
7657,"mwr",NA
7658,"mwx","medi1249"
7659,"myd","mara1407"
7660,"myi","mina1267"
7661,"mzx","mawa1271"
7662,"ndf",NA
7663,"nei",NA
7664,"njd","ndon1252"
7665,"nkq","nkam1239"
7666,"nlq","laon1234"
7667,"nlw","wala1263"
7668,"nmj","ngom1265"
7669,"nno","norw1262"
7670,"nol","noml1242"
7671,"nom","noca1240"
7672,"nov","novi1234"
7673,"npg","pony1234"
7674,"npu","puim1234"
7675,"nqo","nkoa1234"
7676,"nqq","chen1271"
7677,"nqy","akya1234"
7678,"nrf","jerr1238"
7679,"nrk","ngar1296"
7680,"nrn","oldn1246"
7681,"nrr","norr1243"
7682,"nsv","sout3128"
7683,"ntd","nort3262"
7684,"ntg",NA
7685,"ntx","burm1267"
7686,"nwc",NA
7687,"nwg",NA
7688,"nwx",NA
7689,"nwy",NA
7690,"nxk","koka1245"
7691,"nzu","teke1279"
7692,"oav",NA
7693,"obk","sout3368"
7694,"obm","moab1234"
7695,"obt",NA
7696,"oco","oldc1252"
7697,"oda","odut1238"
7698,"oht",NA
7699,"ohu","oldh1242"
7700,"oji",NA
7701,"okg","koko1273"
7702,"okm",NA
7703,"oko",NA
7704,"olk","olko1234"
7705,"olr","olra1234"
7706,"olt","oldl1240"
7707,"olu","kuva1244"
7708,"omp",NA
7709,"ont","onte1239"
7710,"orm",NA
7711,"ota","otto1234"
7712,"otb",NA
7713,"otk","oldt1247"
7714,"pgd","gand1259"
7715,"pgl",NA
7716,"pgn",NA
7717,"pgz","papu1255"
7718,"phw","phan1256"
7719,"pka",NA
7720,"pmd","pall1243"
7721,"pmk",NA
7722,"pnj","pinj1244"
7723,"pnk","paun1241"
7724,"pog","poti1237"
7725,"pok","poka1242"
7726,"ppp","pele1244"
7727,"prd","pars1252"
7728,"prp","pars1251"
7729,"ptq","patt1247"
7730,"puc","puna1274"
7731,"puk","puko1234"
7732,"pus","nucl1276"
7733,"put","puto1237"
7734,"pxm","quet1239"
7735,"pyx","burm1262"
7736,"que",NA
7737,"qwm","cuma1241"
7738,"qwt","kwal1258"
7739,"qya","quen1234"
7740,"raj",NA
7741,"rbk",NA
7742,"rbl","dara1251"
7743,"rbp","bara1404"
7744,"rkw","arak1254"
7745,"rmv","roma1338"
7746,"rnr","nari1241"
7747,"rrt","arit1239"
7748,"rsm","miri1273"
7749,"rtc","rung1263"
7750,"rts","yura1256"
7751,"rui","rufi1234"
7752,"rxd","ngar1288"
7753,"rxw","karr1236"
7754,"rzh","jaba1234"
7755,"sbv","sabi1245"
7756,"scx","sicu1234"
7757,"sdt","shua1252"
7758,"seb","shem1239"
7759,"sgj","surg1246"
7760,"sgs","samo1265"
7761,"sgy","sang1344"
7762,"shz","syen1235"
7763,"sjn","sind1281"
7764,"ska","skag1239"
7765,"sls","sing1237"
7766,"sno","snoh1241"
7767,"spn","sana1298"
7768,"spv","samb1325"
7769,"spx","sout2618"
7770,"sqi","alba1267"
7771,"sqr","sicu1235"
7772,"srd",NA
7773,"sty","sibe1250"
7774,"svx",NA
7775,"swa",NA
7776,"sxc","sica1234"
7777,"sxl",NA
7778,"sxo",NA
7779,"syr",NA
7780,"szd","seru1247"
7781,"tbb","tape1236"
7782,"tbv","tobo1251"
7783,"tdm","taru1236"
7784,"teb","tete1252"
7785,"tgr","tare1239"
7786,"tgv","ting1238"
7787,"thw","thud1238"
7788,"tjw","djab1234"
7789,"tlh","klin1234"
7790,"tmh","tuar1240"
7791,"tmk","nort3144"
7792,"tpk","tupi1272"
7793,"tpo","taip1250"
7794,"twm","tawa1289"
7795,"tyl","thul1247"
7796,"ubl","buhi1243"
7797,"ule","lule1238"
7798,"umc",NA
7799,"und",NA
7800,"unx","mund1321"
7801,"uzb","uzbe1247"
7802,"vaj","vase1234"
7803,"vbk",NA
7804,"vol","vola1234"
7805,"vro","sout2679"
7806,"wdk","wadi1261"
7807,"wdy",NA
7808,"weg","werg1234"
7809,"weu","wela1234"
7810,"wky",NA
7811,"wlm",NA
7812,"wmx","womo1238"
7813,"wnn","wunu1234"
7814,"wnw","nucl1651"
7815,"wrd","ward1243"
7816,"wsg","utno1237"
7817,"wth","wath1238"
7818,"wxw","ward1248"
7819,"wyi","woiw1237"
7820,"xae",NA
7821,"xaj",NA
7822,"xak","maku1246"
7823,"xao","khao1244"
7824,"xaq",NA
7825,"xbb",NA
7826,"xbd",NA
7827,"xbe","biga1237"
7828,"xbg","bung1264"
7829,"xbj","birr1241"
7830,"xbm",NA
7831,"xbp","bibb1234"
7832,"xby","baty1234"
7833,"xcb",NA
7834,"xcu",NA
7835,"xda","hawk1239"
7836,"xdk","sydn1236"
7837,"xdm","edom1234"
7838,"xep",NA
7839,"xgd","guda1244"
7840,"xgf","tong1329"
7841,"xgg","gore1235"
7842,"xgi",NA
7843,"xgl",NA
7844,"xgm","dhar1248"
7845,"xgr","garz1234"
7846,"xgw","guwa1242"
7847,"xha",NA
7848,"xhc",NA
7849,"xhr","hemi1234"
7850,"xhv","khua1243"
7851,"xin","xinc1237"
7852,"xis","kisa1261"
7853,"xiv","hara1272"
7854,"xjb","twee1234"
7855,"xjt","jait1239"
7856,"xlb","loup1245"
7857,"xlg","anci1248"
7858,"xli",NA
7859,"xln",NA
7860,"xme",NA
7861,"xmk",NA
7862,"xmn",NA
7863,"xmq","kuku1279"
7864,"xng","midd1351"
7865,"xnh","kuan1250"
7866,"xni","ngar1297"
7867,"xnk",NA
7868,"xnt","narr1280"
7869,"xnu",NA
7870,"xny","nija1241"
7871,"xnz","kenu1243"
7872,"xpa","pirr1240"
7873,"xpj","mpal1238"
7874,"xpp",NA
7875,"xpq","pequ1242"
7876,"xpt","punt1240"
7877,"xpy",NA
7878,"xqa",NA
7879,"xrd","gund1248"
7880,"xrg",NA
7881,"xrm",NA
7882,"xrq",NA
7883,"xrt","aran1265"
7884,"xsc",NA
7885,"xso","sanf1266"
7886,"xsv","sudo1236"
7887,"xth","yith1234"
7888,"xtr",NA
7889,"xtv","sout2771"
7890,"xtz","tasm1247"
7891,"xud","umii1236"
7892,"xul","ngun1277"
7893,"xun","ungg1244"
7894,"xup","uppe1436"
7895,"xvn",NA
7896,"xvo","vols1237"
7897,"xvs",NA
7898,"xwd","wadi1260"
7899,"xwj","waju1234"
7900,"xwk","wong1246"
7901,"xwo",NA
7902,"xwt","wotj1234"
7903,"xww","wemb1241"
7904,"xxm","mink1237"
7905,"xyb","yand1261"
7906,"xyj","mayi1235"
7907,"xyk","mayi1236"
7908,"xyt","mayi1234"
7909,"xzh","zhan1239"
7910,"xzm","zemg1234"
7911,"xzp",NA
7912,"yax","yaum1238"
7913,"yda","yand1251"
7914,"yga","maly1234"
7915,"ygi",NA
7916,"ygu","yugu1250"
7917,"yhs",NA
7918,"yit","east2696"
7919,"ylb",NA
7920,"ymg","yamo1246"
7921,"yms","mysi1239"
7922,"yne","lang1333"
7923,"yol","east2834"
7924,"yro","yaro1235"
7925,"yrs","yars1234"
7926,"yry","yarl1238"
7927,"ysc","jass1238"
7928,"ysp","sout3129"
7929,"yty",NA
7930,"ywg","yinh1234"
7931,"yxa",NA
7932,"yxg","yaga1262"
7933,"yxl","yard1234"
7934,"yxm","yinw1236"
7935,"yxu","yuuy1234"
7936,"yxy","yabu1234"
7937,"zap","zapo1437"
7938,"zbl","blis1239"
7939,"zgh","stan1324"
7940,"zha","nort3180"
7941,"zho",NA
7942,"zkd","kadu1254"
7943,"zkh",NA
7944,"zkn","gana1267"
7945,"zkv","krev1234"
7946,"zkz",NA
7947,"zra",NA
7948,"zrp","zarp1238"
7949,"zsk",NA
7950,"zxx",NA
7951,"zza","zaza1246"
7952,"svr","sava1244"
7953,"cbe","chip1236"
7954,"cbh","cagu1236"
7955,"coy","coya1241"
7956,"cqu","chil1283"
7957,"cum","cume1234"
7958,"guv","geya1234"
7959,"iap","iapa1241"
7960,"kox","coxi1236"
7961,"kvs","kung1262"
7962,"nts","nata1238"
7963,"ome","omej1234"
7964,"pod","pona1251"
7965,"ppa","paoo1245"
7966,"toe","tome1239"
7967,"xba","kamb1287"
7968,"xbx","kabi1264"
7969,"yri","yari1235"
